Cancer.Site,Stage.At.Diagnosis,Geography,Year,Age.Group,Gender,Race,Average.Annual.Population,Average.Annual.Observations,Age.Adj..Rate.per.100.000,X95..CI,counties
Bladder,All,San Juan,2016-2020,All,All,All,17238,2,8.1,"[3.5, 19.8]",San Juan
Bladder,All,Skagit,2016-2020,All,All,All,125929,8,4.0,"[2.9, 5.7]",Skagit
Bladder,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Bladder,All,Snohomish,2016-2020,All,All,All,800919,36,4.4,"[3.8, 5.1]",Snohomish
Bladder,All,Spokane,2016-2020,All,All,All,521445,27,4.3,"[3.6, 5.1]",Spokane
Bladder,All,Stevens,2016-2020,All,All,All,45643,3,3.9,"[2.1, 7.6]",Stevens
Bladder,All,Thurston,2016-2020,All,All,All,285329,16,4.5,"[3.6, 5.7]",Thurston
Bladder,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Bladder,All,Walla Walla,2016-2020,All,All,All,61767,4,4.6,"[2.7, 7.6]",Walla Walla
Bladder,All,Whatcom,2016-2020,All,All,All,219923,14,5.1,"[4.0, 6.5]",Whatcom
Bladder,All,Whitman,2016-2020,All,All,All,47329,2,4.6,"[2.2, 9.3]",Whitman
Bladder,All,Yakima,2016-2020,All,All,All,253810,13,5.0,"[3.9, 6.4]",Yakima
Brain and Other Nervous System,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Brain and Other Nervous System,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Brain and Other Nervous System,All,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Brain and Other Nervous System,All,Asotin,2016-2020,All,Male,All,10756,NR,NR,NR,Asotin
Brain and Other Nervous System,All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Brain and Other Nervous System,All,Asotin,2016-2020,All,All,All,22126,NR,NR,NR,Asotin
Brain and Other Nervous System,All,Benton,2016-2020,All,Male,All,98978,6,5.0,"[3.4, 7.4]",Benton
Brain and Other Nervous System,All,Benton,2016-2020,All,Female,All,99958,3,3.0,"[1.7, 5.0]",Benton
Brain and Other Nervous System,All,Benton,2016-2020,All,All,All,198936,9,4.0,"[2.9, 5.4]",Benton
Brain and Other Nervous System,All,Chelan,2016-2020,All,Male,All,38595,3,5.8,"[3.0, 10.5]",Chelan
Brain and Other Nervous System,All,Chelan,2016-2020,All,Female,All,38682,NR,NR,NR,Chelan
Brain and Other Nervous System,All,Chelan,2016-2020,All,All,All,77278,4,4.9,"[3.0, 7.7]",Chelan
Brain and Other Nervous System,All,Clallam,2016-2020,All,Male,All,37283,5,8.0,"[4.9, 13.2]",Clallam
Brain and Other Nervous System,All,Clallam,2016-2020,All,Female,All,38345,2,2.7,"[1.4, 6.3]",Clallam
Brain and Other Nervous System,All,Clallam,2016-2020,All,All,All,75628,7,5.2,"[3.5, 7.9]",Clallam
Brain and Other Nervous System,All,Clark,2016-2020,All,Male,All,237977,19,7.6,"[6.1, 9.4]",Clark
Brain and Other Nervous System,All,Clark,2016-2020,All,Female,All,243884,10,3.5,"[2.6, 4.7]",Clark
Brain and Other Nervous System,All,Clark,2016-2020,All,All,All,481861,29,5.4,"[4.5, 6.4]",Clark
Brain and Other Nervous System,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Brain and Other Nervous System,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Brain and Other Nervous System,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Brain and Other Nervous System,All,Cowlitz,2016-2020,All,Male,All,53421,5,6.9,"[4.3, 10.8]",Cowlitz
Brain and Other Nervous System,All,Cowlitz,2016-2020,All,Female,All,54522,4,4.5,"[2.6, 7.6]",Cowlitz
Brain and Other Nervous System,All,Cowlitz,2016-2020,All,All,All,107943,8,5.7,"[4.0, 8.0]",Cowlitz
Brain and Other Nervous System,All,Douglas,2016-2020,All,Male,All,20946,NR,NR,NR,Douglas
Brain and Other Nervous System,All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Brain and Other Nervous System,All,Douglas,2016-2020,All,All,All,41647,2,4.3,"[2.1, 8.3]",Douglas
Brain and Other Nervous System,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Brain and Other Nervous System,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Brain and Other Nervous System,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Brain and Other Nervous System,All,Franklin,2016-2020,All,Male,All,47829,NR,NR,NR,Franklin
Brain and Other Nervous System,All,Franklin,2016-2020,All,Female,All,44703,NR,NR,NR,Franklin
Brain and Other Nervous System,All,Franklin,2016-2020,All,All,All,92532,NR,NR,NR,Franklin
Brain and Other Nervous System,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Brain and Other Nervous System,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Brain and Other Nervous System,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Brain and Other Nervous System,All,Grant,2016-2020,All,Male,All,49209,2,4.5,"[2.2, 8.4]",Grant
Brain and Other Nervous System,All,Grant,2016-2020,All,Female,All,46950,NR,NR,NR,Grant
Brain and Other Nervous System,All,Grant,2016-2020,All,All,All,96159,4,3.9,"[2.3, 6.2]",Grant
Brain and Other Nervous System,All,Grays Harbor,2016-2020,All,Male,All,38179,3,5.3,"[2.8, 9.7]",Grays Harbor
Brain and Other Nervous System,All,Grays Harbor,2016-2020,All,Female,All,36373,2,5.1,"[2.5, 9.8]",Grays Harbor
Brain and Other Nervous System,All,Grays Harbor,2016-2020,All,All,All,74552,5,5.3,"[3.4, 8.1]",Grays Harbor
Brain and Other Nervous System,All,Island,2016-2020,All,Male,All,42072,4,7.6,"[4.4, 12.8]",Island
Brain and Other Nervous System,All,Island,2016-2020,All,Female,All,42860,4,6.7,"[3.8, 11.6]",Island
Brain and Other Nervous System,All,Island,2016-2020,All,All,All,84932,8,7.1,"[4.9, 10.3]",Island
Brain and Other Nervous System,All,Jefferson,2016-2020,All,Male,All,15920,NR,NR,NR,Jefferson
Brain and Other Nervous System,All,Jefferson,2016-2020,All,Female,All,16416,NR,NR,NR,Jefferson
Brain and Other Nervous System,All,Jefferson,2016-2020,All,All,All,32336,3,4.4,"[2.0, 10.6]",Jefferson
Brain and Other Nervous System,All,King,2016-2020,All,Male,All,1096115,67,5.9,"[5.3, 6.6]",King
Brain and Other Nervous System,All,King,2016-2020,All,Female,All,1094637,47,3.8,"[3.3, 4.4]",King
Brain and Other Nervous System,All,King,2016-2020,All,All,All,2190752,113,4.8,"[4.4, 5.2]",King
Brain and Other Nervous System,All,Kitsap,2016-2020,All,Male,All,136205,8,5.1,"[3.6, 7.1]",Kitsap
Brain and Other Nervous System,All,Kitsap,2016-2020,All,Female,All,132989,8,4.5,"[3.2, 6.3]",Kitsap
Brain and Other Nervous System,All,Kitsap,2016-2020,All,All,All,269194,16,4.8,"[3.8, 6.1]",Kitsap
Brain and Other Nervous System,All,Kittitas,2016-2020,All,Male,All,22480,2,6.6,"[3.1, 13.9]",Kittitas
Brain and Other Nervous System,All,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Brain and Other Nervous System,All,Kittitas,2016-2020,All,All,All,44645,4,6.0,"[3.5, 10.3]",Kittitas
Brain and Other Nervous System,All,Klickitat,2016-2020,All,Male,All,11295,NR,NR,NR,Klickitat
Brain and Other Nervous System,All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Brain and Other Nervous System,All,Klickitat,2016-2020,All,All,All,22113,NR,NR,NR,Klickitat
Brain and Other Nervous System,All,Lewis,2016-2020,All,Male,All,40168,3,5.3,"[2.7, 9.7]",Lewis
Brain and Other Nervous System,All,Lewis,2016-2020,All,Female,All,40148,NR,NR,NR,Lewis
Brain and Other Nervous System,All,Lewis,2016-2020,All,All,All,80317,4,4.0,"[2.4, 6.5]",Lewis
Brain and Other Nervous System,All,Lincoln,2016-2020,All,Male,All,5414,NR,NR,NR,Lincoln
Brain and Other Nervous System,All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Brain and Other Nervous System,All,Lincoln,2016-2020,All,All,All,10765,NR,NR,NR,Lincoln
Brain and Other Nervous System,All,Mason,2016-2020,All,Male,All,33239,3,6.0,"[3.1, 11.2]",Mason
Brain and Other Nervous System,All,Mason,2016-2020,All,Female,All,31257,2,4.9,"[2.3, 10.0]",Mason
Brain and Other Nervous System,All,Mason,2016-2020,All,All,All,64496,5,5.5,"[3.4, 8.6]",Mason
Brain and Other Nervous System,All,Okanogan,2016-2020,All,Male,All,21467,NR,NR,NR,Okanogan
Brain and Other Nervous System,All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Brain and Other Nervous System,All,Okanogan,2016-2020,All,All,All,41932,3,4.7,"[2.5, 8.7]",Okanogan
Brain and Other Nervous System,All,Pacific,2016-2020,All,Male,All,11357,NR,NR,NR,Pacific
Brain and Other Nervous System,All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Brain and Other Nervous System,All,Pacific,2016-2020,All,All,All,22755,2,7.4,"[3.4, 15.6]",Pacific
Brain and Other Nervous System,All,Pend Oreille,2016-2020,All,Male,All,6738,NR,NR,NR,Pend Oreille
Brain and Other Nervous System,All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Brain and Other Nervous System,All,Pend Oreille,2016-2020,All,All,All,13280,NR,NR,NR,Pend Oreille
Brain and Other Nervous System,All,Pierce,2016-2020,All,Male,All,442332,30,6.7,"[5.7, 8.0]",Pierce
Brain and Other Nervous System,All,Pierce,2016-2020,All,Female,All,449353,20,3.8,"[3.1, 4.7]",Pierce
Brain and Other Nervous System,All,Pierce,2016-2020,All,All,All,891685,50,5.2,"[4.5, 5.9]",Pierce
Brain and Other Nervous System,All,San Juan,2016-2020,All,Male,All,8396,NR,NR,NR,San Juan
Brain and Other Nervous System,All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Brain and Other Nervous System,All,San Juan,2016-2020,All,All,All,17238,NR,NR,NR,San Juan
Brain and Other Nervous System,All,Skagit,2016-2020,All,Male,All,62062,6,7.0,"[4.6, 10.4]",Skagit
Brain and Other Nervous System,All,Skagit,2016-2020,All,Female,All,63868,4,4.0,"[2.5, 6.5]",Skagit
Brain and Other Nervous System,All,Skagit,2016-2020,All,All,All,125929,10,5.4,"[4.0, 7.4]",Skagit
Brain and Other Nervous System,All,Skamania,2016-2020,All,Male,All,5817,NR,NR,NR,Skamania
Brain and Other Nervous System,All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Brain and Other Nervous System,All,Skamania,2016-2020,All,All,All,11424,NR,NR,NR,Skamania
Brain and Other Nervous System,All,Snohomish,2016-2020,All,Male,All,399947,27,6.4,"[5.3, 7.6]",Snohomish
Brain and Other Nervous System,All,Snohomish,2016-2020,All,Female,All,400972,22,4.8,"[3.9, 5.8]",Snohomish
Brain and Other Nervous System,All,Snohomish,2016-2020,All,All,All,800919,49,5.5,"[4.8, 6.3]",Snohomish
Brain and Other Nervous System,All,Spokane,2016-2020,All,Male,All,258269,18,6.4,"[5.1, 8.0]",Spokane
Brain and Other Nervous System,All,Spokane,2016-2020,All,Female,All,263176,15,4.4,"[3.4, 5.6]",Spokane
Brain and Other Nervous System,All,Spokane,2016-2020,All,All,All,521445,32,5.3,"[4.5, 6.3]",Spokane
Brain and Other Nervous System,All,Stevens,2016-2020,All,Male,All,22895,NR,NR,NR,Stevens
Brain and Other Nervous System,All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Brain and Other Nervous System,All,Stevens,2016-2020,All,All,All,45643,3,3.0,"[1.6, 6.3]",Stevens
Brain and Other Nervous System,All,Thurston,2016-2020,All,Male,All,139164,11,7.2,"[5.4, 9.4]",Thurston
Brain and Other Nervous System,All,Thurston,2016-2020,All,Female,All,146165,8,4.3,"[3.1, 6.0]",Thurston
Brain and Other Nervous System,All,Thurston,2016-2020,All,All,All,285329,20,5.6,"[4.5, 6.9]",Thurston
Brain and Other Nervous System,All,Wahkiakum,2016-2020,All,Male,All,2139,NR,NR,NR,Wahkiakum
Brain and Other Nervous System,All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Brain and Other Nervous System,All,Wahkiakum,2016-2020,All,All,All,4299,NR,NR,NR,Wahkiakum
Brain and Other Nervous System,All,Walla Walla,2016-2020,All,Male,All,31463,4,10.5,"[6.2, 17.0]",Walla Walla
Brain and Other Nervous System,All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Brain and Other Nervous System,All,Walla Walla,2016-2020,All,All,All,61767,5,6.2,"[3.9, 9.7]",Walla Walla
Brain and Other Nervous System,All,Whatcom,2016-2020,All,Male,All,108211,10,7.4,"[5.4, 10.0]",Whatcom
Brain and Other Nervous System,All,Whatcom,2016-2020,All,Female,All,111712,8,5.1,"[3.5, 7.3]",Whatcom
Brain and Other Nervous System,All,Whatcom,2016-2020,All,All,All,219923,17,6.2,"[4.9, 7.7]",Whatcom
Brain and Other Nervous System,All,Whitman,2016-2020,All,Male,All,23667,NR,NR,NR,Whitman
Brain and Other Nervous System,All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Brain and Other Nervous System,All,Whitman,2016-2020,All,All,All,47329,NR,NR,NR,Whitman
Brain and Other Nervous System,All,Yakima,2016-2020,All,Male,All,126641,7,5.6,"[3.9, 7.9]",Yakima
Brain and Other Nervous System,All,Yakima,2016-2020,All,Female,All,127169,6,4.0,"[2.7, 6.0]",Yakima
Brain and Other Nervous System,All,Yakima,2016-2020,All,All,All,253810,13,4.8,"[3.7, 6.2]",Yakima
Breast (Female),Invasive,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Breast (Female),Invasive,Asotin,2016-2020,All,Female,All,11370,3,18.6,"[9.8, 34.2]",Asotin
Breast (Female),Invasive,Benton,2016-2020,All,Female,All,99958,23,19.1,"[15.7, 23.1]",Benton
Breast (Female),Invasive,Chelan,2016-2020,All,Female,All,38682,12,21.0,"[15.7, 27.9]",Chelan
Breast (Female),Invasive,Clallam,2016-2020,All,Female,All,38345,16,20.9,"[16.1, 27.6]",Clallam
Breast (Female),Invasive,Clark,2016-2020,All,Female,All,243884,61,20.0,"[17.8, 22.5]",Clark
Breast (Female),Invasive,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Breast (Female),Invasive,Cowlitz,2016-2020,All,Female,All,54522,18,22.7,"[18.0, 28.5]",Cowlitz
Breast (Female),Invasive,Douglas,2016-2020,All,Female,All,20701,5,16.6,"[10.4, 26.1]",Douglas
Breast (Female),Invasive,Ferry,2016-2020,All,Female,All,3550,2,36.0,"[17.5, 80.5]",Ferry
Breast (Female),Invasive,Franklin,2016-2020,All,Female,All,44703,6,16.5,"[11.0, 24.0]",Franklin
Breast (Female),Invasive,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Breast (Female),Invasive,Grant,2016-2020,All,Female,All,46950,11,20.9,"[15.7, 27.6]",Grant
Breast (Female),Invasive,Grays Harbor,2016-2020,All,Female,All,36373,15,23.7,"[18.5, 30.6]",Grays Harbor
Breast (Female),Invasive,Island,2016-2020,All,Female,All,42860,11,15.2,"[11.2, 20.8]",Island
Breast (Female),Invasive,Jefferson,2016-2020,All,Female,All,16416,7,23.6,"[15.1, 39.1]",Jefferson
Breast (Female),Invasive,King,2016-2020,All,Female,All,1094637,214,17.1,"[16.1, 18.2]",King
Breast (Female),Invasive,Kitsap,2016-2020,All,Female,All,132989,34,18.2,"[15.5, 21.4]",Kitsap
Breast (Female),Invasive,Kittitas,2016-2020,All,Female,All,22165,5,20.1,"[13.0, 30.7]",Kittitas
Breast (Female),Invasive,Klickitat,2016-2020,All,Female,All,10818,5,29.8,"[19.3, 47.4]",Klickitat
Breast (Female),Invasive,Lewis,2016-2020,All,Female,All,40148,16,25.2,"[19.7, 32.2]",Lewis
Breast (Female),Invasive,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Breast (Female),Invasive,Mason,2016-2020,All,Female,All,31257,9,19.1,"[13.5, 27.0]",Mason
Breast (Female),Invasive,Okanogan,2016-2020,All,Female,All,20466,10,32.4,"[23.6, 44.7]",Okanogan
Breast (Female),Invasive,Pacific,2016-2020,All,Female,All,11398,5,21.6,"[13.4, 38.7]",Pacific
Breast (Female),Invasive,Pend Oreille,2016-2020,All,Female,All,6542,3,27.5,"[15.1, 54.1]",Pend Oreille
Breast (Female),Invasive,Pierce,2016-2020,All,Female,All,449353,101,19.4,"[17.7, 21.2]",Pierce
Breast (Female),Invasive,San Juan,2016-2020,All,Female,All,8842,4,21.8,"[11.4, 45.4]",San Juan
Breast (Female),Invasive,Skagit,2016-2020,All,Female,All,63868,21,21.7,"[17.5, 26.9]",Skagit
Breast (Female),Invasive,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Breast (Female),Invasive,Snohomish,2016-2020,All,Female,All,400972,89,18.8,"[17.0, 20.7]",Snohomish
Breast (Female),Invasive,Spokane,2016-2020,All,Female,All,263176,74,21.3,"[19.1, 23.7]",Spokane
Breast (Female),Invasive,Stevens,2016-2020,All,Female,All,22748,7,20.9,"[14.1, 31.3]",Stevens
Breast (Female),Invasive,Thurston,2016-2020,All,Female,All,146165,41,20.8,"[18.0, 24.0]",Thurston
Breast (Female),Invasive,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Breast (Female),Invasive,Walla Walla,2016-2020,All,Female,All,30305,7,17.4,"[11.8, 25.5]",Walla Walla
Breast (Female),Invasive,Whatcom,2016-2020,All,Female,All,111712,29,19.8,"[16.6, 23.5]",Whatcom
Breast (Female),Invasive,Whitman,2016-2020,All,Female,All,23662,3,13.2,"[7.0, 23.7]",Whitman
Breast (Female),Invasive,Yakima,2016-2020,All,Female,All,127169,27,18.8,"[15.7, 22.4]",Yakima
Cervix (Uterine),All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Cervix (Uterine),All,Asotin,2016-2020,All,Female,All,11370,NR,NR,NR,Asotin
Cervix (Uterine),All,Benton,2016-2020,All,Female,All,99958,NR,NR,NR,Benton
Cervix (Uterine),All,Chelan,2016-2020,All,Female,All,38682,NR,NR,NR,Chelan
Cervix (Uterine),All,Clallam,2016-2020,All,Female,All,38345,NR,NR,NR,Clallam
Cervix (Uterine),All,Clark,2016-2020,All,Female,All,243884,4,1.3,"[0.7, 2.1]",Clark
Cervix (Uterine),All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Cervix (Uterine),All,Cowlitz,2016-2020,All,Female,All,54522,2,3.6,"[1.8, 6.8]",Cowlitz
Cervix (Uterine),All,Douglas,2016-2020,All,Female,All,20701,NR,NR,NR,Douglas
Cervix (Uterine),All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Cervix (Uterine),All,Franklin,2016-2020,All,Female,All,44703,NR,NR,NR,Franklin
Cervix (Uterine),All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Cervix (Uterine),All,Grant,2016-2020,All,Female,All,46950,NR,NR,NR,Grant
Cervix (Uterine),All,Grays Harbor,2016-2020,All,Female,All,36373,NR,NR,NR,Grays Harbor
Cervix (Uterine),All,Island,2016-2020,All,Female,All,42860,NR,NR,NR,Island
Cervix (Uterine),All,Jefferson,2016-2020,All,Female,All,16416,NR,NR,NR,Jefferson
Cervix (Uterine),All,King,2016-2020,All,Female,All,1094637,14,1.2,"[0.9, 1.5]",King
Cervix (Uterine),All,Kitsap,2016-2020,All,Female,All,132989,2,1.5,"[0.7, 2.8]",Kitsap
Cervix (Uterine),All,Kittitas,2016-2020,All,Female,All,22165,NR,NR,NR,Kittitas
Cervix (Uterine),All,Klickitat,2016-2020,All,Female,All,10818,NR,NR,NR,Klickitat
Cervix (Uterine),All,Lewis,2016-2020,All,Female,All,40148,NR,NR,NR,Lewis
Cervix (Uterine),All,Lincoln,2016-2020,All,Female,All,5351,NR,NR,NR,Lincoln
Cervix (Uterine),All,Mason,2016-2020,All,Female,All,31257,NR,NR,NR,Mason
Cervix (Uterine),All,Okanogan,2016-2020,All,Female,All,20466,NR,NR,NR,Okanogan
Cervix (Uterine),All,Pacific,2016-2020,All,Female,All,11398,NR,NR,NR,Pacific
Cervix (Uterine),All,Pend Oreille,2016-2020,All,Female,All,6542,NR,NR,NR,Pend Oreille
Cervix (Uterine),All,Pierce,2016-2020,All,Female,All,449353,11,2.3,"[1.7, 3.0]",Pierce
Cervix (Uterine),All,San Juan,2016-2020,All,Female,All,8842,NR,NR,NR,San Juan
Cervix (Uterine),All,Skagit,2016-2020,All,Female,All,63868,NR,NR,NR,Skagit
Cervix (Uterine),All,Skamania,2016-2020,All,Female,All,5607,NR,NR,NR,Skamania
Cervix (Uterine),All,Snohomish,2016-2020,All,Female,All,400972,9,2.1,"[1.5, 2.8]",Snohomish
Cervix (Uterine),All,Spokane,2016-2020,All,Female,All,263176,6,2.1,"[1.4, 3.1]",Spokane
Cervix (Uterine),All,Stevens,2016-2020,All,Female,All,22748,NR,NR,NR,Stevens
Cervix (Uterine),All,Thurston,2016-2020,All,Female,All,146165,3,1.5,"[0.8, 2.7]",Thurston
Cervix (Uterine),All,Wahkiakum,2016-2020,All,Female,All,2160,NR,NR,NR,Wahkiakum
Cervix (Uterine),All,Walla Walla,2016-2020,All,Female,All,30305,NR,NR,NR,Walla Walla
Cervix (Uterine),All,Whatcom,2016-2020,All,Female,All,111712,3,1.9,"[1.0, 3.5]",Whatcom
Cervix (Uterine),All,Whitman,2016-2020,All,Female,All,23662,NR,NR,NR,Whitman
Cervix (Uterine),All,Yakima,2016-2020,All,Female,All,127169,2,1.8,"[0.9, 3.4]",Yakima
Colorectal,All,Adams,2016-2020,All,Male,All,10282,NR,NR,NR,Adams
Colorectal,All,Adams,2016-2020,All,Female,All,9889,NR,NR,NR,Adams
Colorectal,All,Adams,2016-2020,All,All,All,20172,NR,NR,NR,Adams
Colorectal,All,Asotin,2016-2020,All,Male,All,10756,2,10.7,"[5.1, 23.5]",Asotin
Colorectal,All,Asotin,2016-2020,All,Female,All,11370,3,13.1,"[6.7, 26.4]",Asotin
Colorectal,All,Asotin,2016-2020,All,All,All,22126,5,12.0,"[7.5, 19.8]",Asotin
Colorectal,All,Benton,2016-2020,All,Male,All,98978,16,16.6,"[13.1, 20.7]",Benton
Colorectal,All,Benton,2016-2020,All,Female,All,99958,13,10.4,"[7.9, 13.5]",Benton
Colorectal,All,Benton,2016-2020,All,All,All,198936,29,13.2,"[11.1, 15.6]",Benton
Colorectal,All,Chelan,2016-2020,All,Male,All,38595,5,8.5,"[5.3, 13.4]",Chelan
Colorectal,All,Chelan,2016-2020,All,Female,All,38682,8,14.8,"[10.5, 20.7]",Chelan
Colorectal,All,Chelan,2016-2020,All,All,All,77278,13,11.8,"[9.0, 15.4]",Chelan
Colorectal,All,Clallam,2016-2020,All,Male,All,37283,11,17.4,"[12.8, 23.9]",Clallam
Colorectal,All,Clallam,2016-2020,All,Female,All,38345,8,10.8,"[7.1, 16.5]",Clallam
Colorectal,All,Clallam,2016-2020,All,All,All,75628,19,13.8,"[10.9, 17.7]",Clallam
Colorectal,All,Clark,2016-2020,All,Male,All,237977,31,12.6,"[10.6, 14.9]",Clark
Colorectal,All,Clark,2016-2020,All,Female,All,243884,35,12.0,"[10.3, 14.0]",Clark
Colorectal,All,Clark,2016-2020,All,All,All,481861,66,12.2,"[10.9, 13.6]",Clark
Colorectal,All,Columbia,2016-2020,All,Male,All,1973,NR,NR,NR,Columbia
Colorectal,All,Columbia,2016-2020,All,Female,All,1998,NR,NR,NR,Columbia
Colorectal,All,Columbia,2016-2020,All,All,All,3971,NR,NR,NR,Columbia
Colorectal,All,Cowlitz,2016-2020,All,Male,All,53421,12,16.5,"[12.5, 21.8]",Cowlitz
Colorectal,All,Cowlitz,2016-2020,All,Female,All,54522,8,11.2,"[8.0, 15.5]",Cowlitz
Colorectal,All,Cowlitz,2016-2020,All,All,All,107943,20,13.9,"[11.3, 17.1]",Cowlitz
Colorectal,All,Douglas,2016-2020,All,Male,All,20946,3,11.7,"[6.4, 20.4]",Douglas
Colorectal,All,Douglas,2016-2020,All,Female,All,20701,3,11.2,"[6.2, 19.5]",Douglas
Colorectal,All,Douglas,2016-2020,All,All,All,41647,6,11.4,"[7.7, 16.8]",Douglas
Colorectal,All,Ferry,2016-2020,All,Male,All,3694,NR,NR,NR,Ferry
Colorectal,All,Ferry,2016-2020,All,Female,All,3550,NR,NR,NR,Ferry
Colorectal,All,Ferry,2016-2020,All,All,All,7245,NR,NR,NR,Ferry
Colorectal,All,Franklin,2016-2020,All,Male,All,47829,3,7.9,"[4.3, 14.0]",Franklin
Colorectal,All,Franklin,2016-2020,All,Female,All,44703,4,11.6,"[7.0, 18.4]",Franklin
Colorectal,All,Franklin,2016-2020,All,All,All,92532,7,9.9,"[6.8, 14.1]",Franklin
Colorectal,All,Garfield,2016-2020,All,Male,All,1149,NR,NR,NR,Garfield
Colorectal,All,Garfield,2016-2020,All,Female,All,1124,NR,NR,NR,Garfield
Colorectal,All,Garfield,2016-2020,All,All,All,2272,NR,NR,NR,Garfield
Colorectal,All,Grant,2016-2020,All,Male,All,49209,8,16.2,"[11.6, 22.4]",Grant
Colorectal,All,Grant,2016-2020,All,Female,All,46950,5,9.4,"[6.0, 14.4]",Grant
Colorectal,All,Grant,2016-2020,All,All,All,96159,13,12.7,"[9.7, 16.4]",Grant
Colorectal,All,Grays Harbor,2016-2020,All,Male,All,38179,8,15.2,"[10.8, 21.4]",Grays Harbor
Colorectal,All,Grays Harbor,2016-2020,All,Female,All,36373,6,11.0,"[7.4, 16.3]",Grays Harbor
Colorectal,All,Grays Harbor,2016-2020,All,All,All,74552,15,13.0,"[10.1, 16.7]",Grays Harbor
Colorectal,All,Island,2016-2020,All,Male,All,42072,10,15.7,"[11.5, 21.6]",Island
